"","Accession_number","ED","Species","Country","City","Host","Collection_date","lat","lon","sum_extracted_values","extracted_temp","extracted_precip","heterogeneity","Geo_location","num_occurrences","DR"
"1523","OQ721172.1",0.00254894825890843,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.60342264175415,20.54931640625,53077,"USA:  Sacramento, California",144,392.318673596082
"1524","OQ721364.1",0.00243031265410239,"Orthoflavivirus nilense","USA"," Sherburne, Minnesota","","2023-08-02T00:00:00Z",45.4427088,-93.7459202,218,0.60342264175415,-1.08038330078125,46446.5,"USA:  Sherburne, Minnesota",3,411.469692309749
"1525","KX547534.1",0.00194721281679937,"Orthoflavivirus nilense","USA"," Erie Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",42.7164263,-78.7620327,113,0.418993949890136,16.881103515625,40860.75,"USA:  Erie Co., NY",34,513.554549031626
"1526","OQ721853.1",0.00194721281679937,"Orthoflavivirus nilense","USA"," Waseca, Minnesota","","2023-08-02T00:00:00Z",44.0172242,-93.5885717,2,0.418993949890136,96.07373046875,35605,"USA:  Waseca, Minnesota",1,513.554549031626
"1527","JF415917.1",0.0023007892581562,"Orthoflavivirus nilense","USA"," Texas","Cyanocitta cristata","2011-07-14T00:00:00Z",31.2638905,-98.5456116,59607,0.418993949890136,104.833542606545,23983.4957983193,"USA:  Texas",44,434.633461737117
"1528","OQ721562.1",0.00248475536887555,"Orthoflavivirus nilense","USA"," Sherburne, Minnesota","","2023-08-02T00:00:00Z",45.4427088,-93.7459202,218,0.418993949890136,-1.08038330078125,46446.5,"USA:  Sherburne, Minnesota",3,402.4541057547
"1529","HQ671744.1",0.002522723603,"Orthoflavivirus nilense","USA"," Illinois","Corvus brachyrhynchos","2011-03-12T00:00:00Z",40.0796606,-89.4337288,29694,0.418993949890136,126.531822693823,33368.3650190114,"USA:  Illinois",35,396.396973021859
"1530","KX547361.1",0.002522723603,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culex","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.418993949890136,62.630615234375,41925,"USA:  Suffolk Co., NY",63,396.396973021859
"1531","MH170264.1",0.00226835580456152,"Orthoflavivirus nilense","USA"," GA, Muscogee County","Baeolophus bicolor","2018-11-19T00:00:00Z",32.484802,-84.895995,31,0.418993949890136,117.22802734375,36451.5,"USA:  GA, Muscogee County",1,440.847947217568
"1532","KY782109.1",0.00220839380338412,"Orthoflavivirus nilense","USA"," Illinois, West Chicago suburbs","Turdus migratorius","2019-02-17T00:00:00Z",41.890865,-87.628037,35,0.418993949890136,121.692596435547,48348.3333333333,"USA:  Illinois, West Chicago suburbs",20,452.817789321637
"1533","HM756649.1",0.00211934574373228,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.418993949890136,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,471.843729583709
"1534","HM488197.1",0.00211934574373228,"Orthoflavivirus nilense","USA"," Illinois","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.0796606,-89.4337288,29694,0.418993949890136,126.531822693823,33368.3650190114,"USA:  Illinois",35,471.843729583709
"1535","HQ671728.1",0.00285399920523693,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2011-01-10T00:00:00Z",40.7127281,-74.0060152,13972,0.418993949890136,31.6479328588108,34805.5593220339,"USA:  New York",73,350.385521539409
"1536","KX547367.1",0.00290560955331198,"Orthoflavivirus nilense","USA"," Richmond Co., NY","Passer domesticus","2016-08-02T00:00:00Z",40.5834557,-74.1496048,11,0.418993949890136,77.4238891601562,44625,"USA:  Richmond Co., NY",14,344.161864026136
"1537","OQ721637.1",0.00272453918352427,"Orthoflavivirus nilense","USA"," Hennepin, Minnesota","","2023-08-02T00:00:00Z",45.0257232,-93.4865052,120,0.418993949890136,28.8611246744792,46159.5,"USA:  Hennepin, Minnesota",12,367.034545161678
"1538","JF920749.1",0.00266784191748758,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,0.418993949890136,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,374.834803158706
"1539","KX547455.1",0.00228398678797586,"Orthoflavivirus nilense","USA"," Nassau Co., NY","Culex","2016-08-02T00:00:00Z",40.7352994,-73.5615778,10,0.418993949890136,66.66015625,43678,"USA:  Nassau Co., NY",38,437.830903954673
"1540","JF920746.1",0.00224537079497496,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,1.21721911430359,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,445.36074052355
"1541","GU827998.1",0.00224537079497496,"Orthoflavivirus nilense","USA"," Texas","Cyanocitta cristata","2010-07-07T00:00:00Z",31.2638905,-98.5456116,59607,1.24130690097809,104.833542606545,23983.4957983193,"USA:  Texas",44,445.36074052355
"1542","KX547620.1",0.00230358854198677,"Orthoflavivirus nilense","USA"," Jefferson Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",44.059311,-75.9995742,355,1.24130690097809,47.1594848632812,37508,"USA:  Jefferson Co., NY",5,434.10530212897
"1543","KX547563.1",0.00230358854198677,"Orthoflavivirus nilense","USA"," Westchester Co., NY","Culex","2016-08-02T00:00:00Z",41.1763139,-73.7907554,27,0.72268295288086,26.6135660807292,35887,"USA:  Westchester Co., NY",28,434.10530212897
"1544","KX547614.1",0.00233776502291765,"Orthoflavivirus nilense","USA"," Erie Co., NY","Culex","2016-08-02T00:00:00Z",42.7164263,-78.7620327,113,0.72268295288086,16.881103515625,40860.75,"USA:  Erie Co., NY",34,427.758987835292
"1545","KX547258.1",0.00171383385502992,"Orthoflavivirus nilense","USA"," Ontario Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.8580624,-77.295025,129,1.29129947337154,21.3807373046875,38768,"USA:  Ontario Co., NY",2,583.487131535595
"1546","KX547355.1",0.00171383385502992,"Orthoflavivirus nilense","USA"," Albany Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",42.5986896,-73.9843997,6,0.636265754699707,19.3028564453125,28368,"USA:  Albany Co., NY",16,583.487131535595
"1547","HM488180.1",0.00219325431656002,"Orthoflavivirus nilense","USA"," Illinois","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.0796606,-89.4337288,29694,0.585619608561198,126.531822693823,33368.3650190114,"USA:  Illinois",35,455.943477438784
"1548","OQ721597.1",0.00215063561407045,"Orthoflavivirus nilense","USA"," Ramsey, Minnesota","Corvus","2023-08-02T00:00:00Z",45.0165728,-93.0949501,24,0.585619608561198,27.8191121419271,46684,"USA:  Ramsey, Minnesota",12,464.978815312802
"1549","KX547288.1",0.00215063561407045,"Orthoflavivirus nilense","USA"," Broome Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.1455623,-75.8404114,25,1.3267936706543,-0.15716552734375,29960.5,"USA:  Broome Co., NY",6,464.978815312802
"1550","OQ721697.1",0.00230134507064561,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.126300573349,20.54931640625,53077,"USA:  Sacramento, California",144,434.528490644588
"1551","HM756665.1",0.00221483690672114,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.7127281,-74.0060152,13972,1.126300573349,31.6479328588108,34805.5593220339,"USA:  New York",73,451.500513182439
"1552","KX547275.1",0.00217773620866998,"Orthoflavivirus nilense","USA"," Jefferson Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",44.059311,-75.9995742,355,0.433011351360215,47.1594848632812,37508,"USA:  Jefferson Co., NY",5,459.192438468356
"1553","DQ431705.1",0.00217773620866998,"Orthoflavivirus nilense","USA"," North Dakota","Homo sapiens","2007-03-31T00:00:00Z",47.6201461,-100.540737,49726,0.433011351360215,30.5914156040469,38482.1881188119,"USA:  North Dakota",1,459.192438468356
"1554","MH170248.1",0.00164852014128185,"Orthoflavivirus nilense","USA"," CO, Wellington, Larimer County","Buteo jamaicensis","2018-11-19T00:00:00Z",40.68408,-105.019093,127,0.433011351360215,-25.2210235595703,42249.75,"USA:  CO, Wellington, Larimer County",6,606.604660118026
"1555","OQ721785.1",0.00164852014128185,"Orthoflavivirus nilense","USA"," Nobles, Minnesota","Corvus","2023-08-02T00:00:00Z",43.6634212,-95.7527672,0,0.372838973999023,71.440414428711,35785,"USA:  Nobles, Minnesota",2,606.604660118026
"1556","OQ721358.1",0.00293124067116081,"Orthoflavivirus nilense","USA"," Dakota, Minnesota","","2023-08-02T00:00:00Z",44.666655,-93.044911,21,0.900726318359375,47.5675506591797,45259,"USA:  Dakota, Minnesota",5,341.152471661083
"1557","OQ721190.1",0.00309903666950158,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.00313282012939,20.54931640625,53077,"USA:  Sacramento, California",144,322.680918829151
"1558","JF920756.1",0.0026923454272762,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,1.00313282012939,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,371.423365616084
"1559","MH170233.1",0.0026923454272762,"Orthoflavivirus nilense","USA"," CO, Loveland, LarimerCounty","Bubo virginianus","2018-11-19T00:00:00Z",39.76,-98.5,239,1.00313282012939,-9.51953124999998,35094.5,"USA:  CO, Loveland, LarimerCounty",1,371.423365616084
"1560","KT862843.1",0.00306901593837471,"Orthoflavivirus nilense","USA"," Texas, Harris County","Cyanocitta cristata","2017-10-31T00:00:00Z",29.7558655,-95.0897994,36,0.683327198028564,301.970306396484,57440,"USA:  Texas, Harris County",2,325.837343330833
"1561","OQ721551.1",0.00306901593837471,"Orthoflavivirus nilense","USA"," Kandiyohi, Minnesota","","2023-08-02T00:00:00Z",45.142373,-95.0025846,47,0.683327198028564,26.3389282226563,42518.25,"USA:  Kandiyohi, Minnesota",2,325.837343330833
"1562","KX547175.1",0.00311213570652454,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culex","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.601515769958496,62.630615234375,41925,"USA:  Suffolk Co., NY",63,321.322748845276
"1563","JF415930.1",0.00306789211680888,"Orthoflavivirus nilense","USA"," Texas","Culex quinquefasciatus","2011-07-14T00:00:00Z",31.2638905,-98.5456116,59607,0.601515769958496,104.833542606545,23983.4957983193,"USA:  Texas",44,325.956703145144
"1564","KX547365.1",0.00165808733364551,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.601515769958496,62.630615234375,41925,"USA:  Suffolk Co., NY",63,603.104540821367
"1565","KX547265.1",0.00163631712470379,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.601515769958496,62.630615234375,41925,"USA:  Suffolk Co., NY",63,611.128481700039
"1566","KX547401.1",0.00163631712470379,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culex","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.601515769958496,62.630615234375,41925,"USA:  Suffolk Co., NY",63,611.128481700039
"1567","KX547585.1",0.00293041327455771,"Orthoflavivirus nilense","USA"," Albany Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.5986896,-73.9843997,6,0.601515769958496,19.3028564453125,28368,"USA:  Albany Co., NY",16,341.248795411265
"1568","MH170246.1",0.00293041327455771,"Orthoflavivirus nilense","USA"," CO, Weld County","Culex tarsalis","2018-11-19T00:00:00Z",40.4065001,-104.6933275,98,0.601515769958496,-11.7471160888672,61208,"USA:  CO, Weld County",13,341.248795411265
"1569","KX547440.1",0.0029736043459973,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.601515769958496,62.630615234375,41925,"USA:  Suffolk Co., NY",63,336.292217673839
"1570","MH170229.1",0.00280532965784237,"Orthoflavivirus nilense","USA"," CO, Weld County","Culicidae","2018-11-19T00:00:00Z",40.4065001,-104.6933275,98,0.601515769958496,-11.7471160888672,61208,"USA:  CO, Weld County",13,356.464345359368
"1571","HM488162.1",0.00231841825470704,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.601515769958496,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,431.328556859711
"1572","KX547183.1",0.00229885309366181,"Orthoflavivirus nilense","USA"," Westchester Co., NY","Culex","2016-08-02T00:00:00Z",41.1763139,-73.7907554,27,0.601515769958496,26.6135660807292,35887,"USA:  Westchester Co., NY",28,434.999523352366
"1573","HQ671730.1",0.00229885309366181,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2011-01-10T00:00:00Z",40.7127281,-74.0060152,13972,0.601515769958496,31.6479328588108,34805.5593220339,"USA:  New York",73,434.999523352366
"1574","HM488143.1",0.0024875409985951,"Orthoflavivirus nilense","USA"," Connecticut","Aedes cinereus","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.601515769958496,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,402.003424492209
"1575","HM756654.1",0.0024875409985951,"Orthoflavivirus nilense","USA"," Connecticut","Culex salinarius","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.601515769958496,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,402.003424492209
"1576","MH507875.1",0.00320671502728841,"Orthoflavivirus nilense","USA"," Bakersfield,California","Passer domesticus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.601515769958496,-17.0910949707031,71444,"USA:  Bakersfield,California",141,311.845608820936
"1577","KX547295.1",0.00304237377195691,"Orthoflavivirus nilense","USA"," Nassau Co., NY","Culex","2016-08-02T00:00:00Z",40.7352994,-73.5615778,10,0.601515769958496,66.66015625,43678,"USA:  Nassau Co., NY",38,328.690711581037
"1578","KX547431.1",0.00304237377195691,"Orthoflavivirus nilense","USA"," Niagara Co., NY","Culex","2016-08-02T00:00:00Z",43.2042439,-78.7676017,129,0.601515769958496,10.8241577148438,46235,"USA:  Niagara Co., NY",15,328.690711581037
"1579","KX547543.1",0.00368350516315733,"Orthoflavivirus nilense","USA"," Westchester Co., NY","Culex","2016-08-02T00:00:00Z",41.1763139,-73.7907554,27,0.601515769958496,26.6135660807292,35887,"USA:  Westchester Co., NY",28,271.480547930832
"1580","GU828002.1",0.00354371147625918,"Orthoflavivirus nilense","USA"," Texas","Culex quinquefasciatus","2010-07-07T00:00:00Z",31.2638905,-98.5456116,59607,0.601515769958496,104.833542606545,23983.4957983193,"USA:  Texas",44,282.190016512185
"1581","KX547490.1",0.00354371147625918,"Orthoflavivirus nilense","USA"," Chemung Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.1384667,-76.7725493,15,0.601515769958496,-3.07820638020833,28987,"USA:  Chemung Co., NY",3,282.190016512185
"1582","ON782108.1",0.0059936727787544,"Orthoflavivirus nilense","Brazil"," Itagiba, Bahia","Equus caballus","2023-02-08T00:00:00Z",-14.2891521,-39.8452592,71,0.601515769958496,10.8240661621094,25528,"Brazil:  Itagiba, Bahia",1,166.84260834937
"1583","MG004539.1",0.00365130113418496,"Orthoflavivirus nilense","USA"," AZ","Culex quinquefasciatus","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.601515769958496,15.21252333849,14295.5609756097,"USA:  AZ",21,273.874973126044
"1584","KM012170.1",0.00365130113418496,"Orthoflavivirus nilense","USA"," AZ","Homo sapiens","2016-05-25T00:00:00Z",34.395342,-111.763275,33223,0.601515769958496,15.21252333849,14295.5609756097,"USA:  AZ",21,273.874973126044
"1585","JX015522.1",0.00345801872872425,"Orthoflavivirus nilense","USA"," El Paso, Texas","Culex tarsalis","2012-11-21T00:00:00Z",31.7550511,-106.488234,120,0.601515769958496,16.0096282958985,17639,"USA:  El Paso, Texas",7,289.182933479636
"1586","OQ721769.1",0.00335481509801076,"Orthoflavivirus nilense","USA"," Polk, Iowa","Culex pipiens","2023-08-02T00:00:00Z",41.6765808,-93.5921448,75,0.601515769958496,91.376708984375,44601,"USA:  Polk, Iowa",46,298.079020984779
"1587","KX547341.1",0.00331792373412477,"Orthoflavivirus nilense","USA"," Dutchess Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",41.7194303,-73.7516205,63,0.601515769958496,7.34185791015625,33440.75,"USA:  Dutchess Co., NY",13,301.393305010306
"1588","MH166907.1",0.00215927475246307,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.601515769958496,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,463.11846089031
"1589","MH166917.1",0.00169201845920396,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.601515769958496,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,591.010100723408
"1590","JF488089.1",0.00163647497377962,"Orthoflavivirus nilense","USA"," Connecticut","Culex restuans","2011-04-19T00:00:00Z",41.6500201,-72.7342163,8568,0.601515769958496,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,611.069534225988
"1591","MH170269.1",0.00163647497377962,"Orthoflavivirus nilense","USA"," GA, Dekalb County","Cyanocitta cristata","2018-11-19T00:00:00Z",33.933881,-84.299241,13,0.601515769958496,140.375549316406,45187.75,"USA:  GA, Dekalb County",1,611.069534225988
"1592","MH166888.1",0.00159706397531637,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.601515769958496,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,626.148993062037
"1593","KX547496.1",0.00119141168426593,"Orthoflavivirus nilense","USA"," Niagara Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.2042439,-78.7676017,129,0.601515769958496,10.8241577148438,46235,"USA:  Niagara Co., NY",15,839.34043387877
"1594","KX547392.1",0.00119141168426593,"Orthoflavivirus nilense","USA"," Erie Co., NY","Culex","2016-08-02T00:00:00Z",42.7164263,-78.7620327,113,0.601515769958496,16.881103515625,40860.75,"USA:  Erie Co., NY",34,839.34043387877
"1595","KX547590.1",0.00166762937265872,"Orthoflavivirus nilense","USA"," Queens Co., NY","Haemorhous mexicanus","2016-08-02T00:00:00Z",40.7135078,-73.8283132,2,0.601515769958496,69.6738891601562,43535,"USA:  Queens Co., NY",11,599.653625916703
"1596","KX547240.1",0.00334748743768798,"Orthoflavivirus nilense","USA"," Westchester Co., NY","Culex","2016-08-02T00:00:00Z",41.1763139,-73.7907554,27,0.601515769958496,26.6135660807292,35887,"USA:  Westchester Co., NY",28,298.731516880814
"1597","KX547553.1",0.00338428311262136,"Orthoflavivirus nilense","USA"," Jefferson Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",44.059311,-75.9995742,355,0.601515769958496,47.1594848632812,37508,"USA:  Jefferson Co., NY",5,295.483553450536
"1598","MH166889.1",0.00350778354140995,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.511728286743164,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,285.080304469999
"1599","KX547360.1",0.00350778354140995,"Orthoflavivirus nilense","USA"," Putnam Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",41.426996,-73.760156,3,0.511728286743164,14.9493408203125,33592.25,"USA:  Putnam Co., NY",5,285.080304469999
