Accession,Organism_Name,Release_Date,Species,Length,Geo_Location,Host,Collection_Date
OQ721325.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2005-08-15
OQ721380.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2005-06-30
OQ721397.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",Passeridae,2005-06-27
OQ721429.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2004-08-23
OQ721435.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2005-07-15
OQ721479.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",Passer domesticus,2005-07-26
OQ721484.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2006-08-24
OQ721503.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",Haemorhous mexicanus,2005-08-01
OQ721540.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2005-07-13
OQ721583.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",Corvus brachyrhynchos,2004-08-11
OQ721617.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",Turdus migratorius,2005-06-16
OQ721640.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2005-08-09
OQ721647.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2005-07-28
OQ721683.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2005-07-10
OQ721688.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",Passer domesticus,2005-08-19
OQ721820.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2005-09-01
OQ721844.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kern, California",,2005-08-29
KX547217.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Kings Co., NY",Colaptes auratus,2005-09-29
KX547435.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Kings Co., NY",Corvus brachyrhynchos,2006-08-18
KX547552.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Kings Co., NY",Cyanocitta cristata,2010-09-16
KX547588.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Kings Co., NY",Turdus migratorius,2004-08-27
KX547616.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Kings Co., NY",Corvus brachyrhynchos,2007-09-20
OQ721149.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kings, California",Culex tarsalis,2016-07-07
MH507800.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Kingsburg,California",Culex quinquefasciatus,2014-07-10
OQ721803.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Kittitas, Washington",Corvidae,2015-01-01
OQ721704.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Klamath, Oregon",Buteo swainsoni,2017-01-01
KM012181.1,West Nile virus,2016-05-25,Orthoflavivirus nilense,11029,USA: LA,Homo sapiens,2012
JF957179.1,West Nile virus,2013-05-13,Orthoflavivirus nilense,11029,USA: LA,,2009
MH507611.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: La_Jolla,California",Corvus brachyrhynchos,2009-05-13
MH507645.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: La_Mesa,California",Buteo lineatus,2009-04-08
MH507659.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: La_Mesa,California",Corvidae,2014-08-13
MH507711.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: La_Verne,California",Haemorhous mexicanus,2008-08-15
OQ721819.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lake, California",,2017-06-23
MH507789.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lake_Balboa,California",Culex quinquefasciatus,2013-08-22
MH507608.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lakeside,California",Corvus brachyrhynchos,2007-10-02
MH507613.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lakeside,California",Corvus brachyrhynchos,2013-07-10
MH507660.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lakeside,California",Corvus brachyrhynchos,2014-09-25
MH507785.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lakeview,California",Culex tarsalis,2013-08-28
MH507786.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lakeview,California",Culex tarsalis,2013-08-28
MH507755.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lakewood,California",Culex quinquefasciatus,2004-09-02
MH507757.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lakewood,California",Culex quinquefasciatus,2005-06-13
MH507799.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lancaster,California",Culex tarsalis,2014-07-22
OQ721137.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2014-08-11
OQ721147.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-05
OQ721150.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2018-08-13
OQ721154.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2013-08-26
OQ721158.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2017-08-07
OQ721164.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2018-08-06
OQ721169.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2017-07-17
OQ721185.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-29
OQ721189.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2015-08-03
OQ721203.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-26
OQ721210.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-08-24
OQ721221.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-08-24
OQ721233.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2017-07-31
OQ721242.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-09-02
OQ721243.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2017-07-17
OQ721250.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-08-10
OQ721251.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2016-08-08
OQ721253.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2016-08-22
OQ721256.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2016-08-08
OQ721268.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-22
OQ721276.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-29
OQ721287.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-09-02
OQ721309.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2015-08-03
OQ721327.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2016-08-15
OQ721328.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2013-07-22
OQ721332.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-22
OQ721336.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2016-07-18
OQ721338.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2015-08-31
OQ721342.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-09-14
OQ721354.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-19
OQ721356.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-26
OQ721365.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-06-29
OQ721407.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-26
OQ721408.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-09-07
OQ721412.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2014-08-04
OQ721415.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-22
OQ721416.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2016-09-12
OQ721426.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2016-06-27
OQ721433.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2018-07-09
OQ721439.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2014-08-18
OQ721440.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2018-07-23
OQ721443.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-12
OQ721461.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2016-08-22
OQ721463.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2017-08-21
OQ721469.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2016-08-08
OQ721474.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-12
OQ721490.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2014-08-18
OQ721495.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2013-08-05
OQ721504.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-29
OQ721505.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-08-24
OQ721513.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2015-07-27
OQ721514.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2016-08-15
OQ721515.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2014-08-11
OQ721520.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-22
OQ721521.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2013-08-12
OQ721524.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-08-31
OQ721532.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-19
OQ721534.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-22
OQ721541.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-08-24
OQ721549.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-29
OQ721552.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-29
OQ721557.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-05
OQ721559.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2014-08-11
OQ721564.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2014-08-11
OQ721565.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-08-17
OQ721576.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-19
OQ721599.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-22
OQ721603.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2018-07-16
OQ721608.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-12
OQ721611.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2014-08-25
OQ721614.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2016-08-08
OQ721621.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2013-07-22
OQ721642.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2014-08-04
OQ721665.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2014-07-28
OQ721681.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-12
OQ721686.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2014-08-04
OQ721687.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2016-07-25
OQ721698.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2014-08-18
OQ721713.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-29
OQ721729.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2013-08-12
OQ721735.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2018-07-23
OQ721738.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2013-08-26
OQ721754.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-26
OQ721771.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-12
OQ721779.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-22
OQ721780.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2015-09-14
OQ721786.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-12
OQ721787.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2013-08-26
OQ721809.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-08-19
OQ721810.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2018-08-06
OQ721824.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2016-08-08
OQ721825.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2018-08-20
OQ721846.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex pipiens,2013-08-26
OQ721849.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Larimer, Colorado",Culex tarsalis,2013-07-22
MH507765.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Laton,California",Culex quinquefasciatus,2009-07-28
MH507630.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lemon_Grove,California",Accipiter striatus,2008-06-25
MH507672.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lemon_Grove,California",Culicidae,2015-07-10
MH507673.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lemon_Grove,California",Culicidae,2015-07-10
MH507772.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lemoore,California",Culex pipiens,2012-09-04
MH507821.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lemoore,California",Culex tarsalis,2017-06-30
MH507822.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Lemoore,California",Culex tarsalis,2017-06-29
KX547243.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Lewis Co., NY",Corvus brachyrhynchos,2006-08-23
KX547506.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Lewis Co., NY",Corvus brachyrhynchos,2002-08-21
KX547508.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Lewis Co., NY",Corvus brachyrhynchos,2005-09-05
KX547605.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Lewis Co., NY",Corvus brachyrhynchos,2004-07-11
ON994909.1,West Nile virus,2023-01-17,Orthoflavivirus nilense,10724,"USA: Lexington,MA",Vicugna pacos,2019-09-06
OQ721245.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lincoln, Washington",Phasianinae,2017-01-01
MH507798.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Livermore,California",Culex tarsalis,2014-07-15
KX547264.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Livingston Co., NY",Corvus brachyrhynchos,2004-08-16
KX547472.1,West Nile virus,2016-08-02,Orthoflavivirus nilense,10787,"USA: Livingston Co., NY",Cyanocitta cristata,2006-08-31
MH507758.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Long_Beach,California",Culex tarsalis,2005-06-21
MH507734.1,West Nile virus,2019-01-20,Orthoflavivirus nilense,10302,"USA: Loomis,California",Turdus migratorius,2013-08-02
OQ721428.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lorain, Ohio",,2018-07-25
OQ721605.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lorain, Ohio",,2018-07-17
OQ721425.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Los Angeles, California",Corvus brachyrhynchos,2004-05-25
OQ721528.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Los Angeles, California",Corvus brachyrhynchos,2004-07-09
FJ527738.1,West Nile virus,2009-02-14,Orthoflavivirus nilense,11029,USA: Louisiana,Cyanocitta cristata,2001
OQ721117.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lucas, Ohio",,2018-07-17
OQ721459.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lucas, Ohio",,2018-07-17
OQ721501.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lucas, Ohio",,2018-07-18
OQ721625.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lucas, Ohio",,2018-07-13
OQ721692.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lucas, Ohio",,2018-07-17
OQ721708.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lucas, Ohio",,2018-07-17
OQ721588.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lyon, Minnesota",Corvus,2002-08-09
OQ721772.1,West Nile virus,2023-08-02,Orthoflavivirus nilense,10302,"USA: Lyon, Minnesota",,2005-08-24
OK573258.1,West Nile virus,2022-07-30,Orthoflavivirus nilense,10748,USA: MD,Homo sapiens,
OK573259.1,West Nile virus,2022-07-30,Orthoflavivirus nilense,11028,USA: MD,Homo sapiens,
OK573260.1,West Nile virus,2022-07-30,Orthoflavivirus nilense,7837,USA: MD,Homo sapiens,
OK573261.1,West Nile virus,2022-07-30,Orthoflavivirus nilense,3247,USA: MD,Homo sapiens,
